auth-service  | 
auth-service  | 2025-05-17T09:46:06.215Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:46:06.216Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:55:34.606Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:55:34.608Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:55:34.609Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:56:04.719Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:56:04.724Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:56:04.725Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:56:34.851Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:56:34.856Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:56:34.856Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:57:04.962Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:57:04.971Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:57:04.972Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:57:35.102Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:57:35.105Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:57:35.106Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:58:05.204Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:58:05.207Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:58:05.208Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:58:28.870Z  INFO 1 --- [auth-service] [trap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
auth-service  | 2025-05-17T09:58:35.317Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:58:35.320Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:58:35.321Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:59:05.422Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:59:05.428Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:59:05.429Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T09:59:35.525Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T09:59:35.528Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T09:59:35.530Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:00:05.640Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:00:05.646Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:00:05.647Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:00:35.728Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:00:35.730Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:00:35.731Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:01:05.837Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:01:05.840Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:01:05.842Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:01:35.920Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:01:35.921Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:01:35.922Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:02:06.023Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:02:06.031Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:02:06.032Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:02:36.116Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:02:36.122Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:02:36.124Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:03:06.225Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:03:06.228Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:03:06.229Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:03:28.874Z  INFO 1 --- [auth-service] [trap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
auth-service  | 2025-05-17T10:03:36.316Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:03:36.318Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:03:36.320Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:04:06.415Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:04:06.418Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:04:06.419Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:04:36.526Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:04:36.529Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:04:36.529Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:05:06.644Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:05:06.646Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:05:06.649Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:05:36.735Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:05:36.737Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:05:36.737Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:06:06.822Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:06:06.825Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:06:06.826Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:06:36.937Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:06:36.939Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:06:36.940Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:07:07.022Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:07:07.025Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:07:07.026Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:07:37.139Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:07:37.144Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:07:37.145Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:08:07.244Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:08:07.247Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:08:07.248Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:08:28.874Z  INFO 1 --- [auth-service] [trap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
auth-service  | 2025-05-17T10:08:37.321Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:08:37.322Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:08:37.322Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:09:07.401Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:09:07.403Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:09:07.403Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:09:37.480Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:09:37.482Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:09:37.483Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:10:07.568Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:10:07.569Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:10:07.570Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:10:37.636Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:10:37.637Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:10:37.637Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:11:07.709Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:11:07.711Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:11:07.712Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:11:37.772Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:11:37.773Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:11:37.773Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:12:07.848Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:12:07.851Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:12:07.852Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:12:37.920Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:12:37.921Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:12:37.921Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:13:07.993Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:13:07.994Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:13:07.995Z DEBUG 1 --- [auth-service] [nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:13:28.877Z  INFO 1 --- [auth-service] [trap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
auth-service  | 2025-05-17T10:13:38.056Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:13:38.057Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:13:38.057Z DEBUG 1 --- [auth-service] [nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:14:08.132Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:14:08.143Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:14:08.144Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:14:38.225Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:14:38.226Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:14:38.227Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:15:08.296Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:15:08.296Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:15:08.296Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:15:38.377Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:15:38.380Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:15:38.381Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:16:08.491Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:16:08.494Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:16:08.495Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:16:38.569Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:16:38.570Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:16:38.570Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:17:08.649Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:17:08.658Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:17:08.659Z DEBUG 1 --- [auth-service] [nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:17:38.754Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:17:38.755Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:17:38.756Z DEBUG 1 --- [auth-service] [nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:18:08.839Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:18:08.845Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:18:08.846Z DEBUG 1 --- [auth-service] [nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:18:28.880Z  INFO 1 --- [auth-service] [trap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
auth-service  | 2025-05-17T10:18:38.935Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:18:38.937Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:18:38.938Z DEBUG 1 --- [auth-service] [nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:19:09.006Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:19:09.007Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:19:09.007Z DEBUG 1 --- [auth-service] [nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:19:39.114Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:19:39.116Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:19:39.118Z DEBUG 1 --- [auth-service] [nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:20:09.215Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:20:09.219Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:20:09.220Z DEBUG 1 --- [auth-service] [io-8081-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
auth-service  | 2025-05-17T10:20:39.305Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
auth-service  | 2025-05-17T10:20:39.306Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
auth-service  | 2025-05-17T10:20:39.306Z DEBUG 1 --- [auth-service] [nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
